avaliacao,empresa,tamanho,ano_fundacao,tipo_propriedade,industria,setor,receita,senioridade,cargo,salario_medio,cidade_vaga,estado_vaga,pais_vaga,cidade_sede,pais_sede,escala_tamanho,remoto,latitude,longitude,nome_estado_vaga
4.0,Netskope,501 to 1000 employees,2012.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Unknown,Data scientist,134.0,Santa Clara,CA,United States of America,Santa Clara,United States of America,Médio,False,36.778261,-119.417932,California
4.2,Eversight,51 to 200 employees,2013.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),Unknown,Data scientist,134.0,Palo Alto,CA,United States of America,Palo Alto,United States of America,Pequeno,False,36.778261,-119.417932,California
3.7,Protolabs,1001 to 5000 employees,1999.0,Company - Public,Miscellaneous Manufacturing,Manufacturing,$100 to $500 million (USD),Senior,outro,134.0,Maple Plain,MN,United States of America,Maple Plain,United States of America,Grande,False,46.729553,-94.6859,Minnesota
3.0,Ameritas Life Insurance Corp,1001 to 5000 employees,1887.0,Company - Private,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),Unknown,Data scientist,134.0,Cincinnati,OH,United States of America,Lincoln,United States of America,Grande,False,40.417287,-82.907123,Ohio
3.5,Western Digital,10000+ employees,1970.0,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),Unknown,Data engineer,134.0,San Jose,CA,United States of America,San Jose,United States of America,Corporação,False,36.778261,-119.417932,California
2.9,"Shimento, Inc.",1 to 50 employees,,Company - Private,,,$1 to $5 million (USD),Unknown,Data scientist,134.0,Santa Clara,CA,United States of America,Benicia,United States of America,Pequeno,False,36.778261,-119.417932,California
5.0,Averity,1 to 50 employees,2014.0,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Unknown,Data scientist,134.0,New York,NY,United States of America,New York,United States of America,Pequeno,False,43.299428,-74.217933,New York
4.7,Praxis Engineering,201 to 500 employees,2002.0,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),Unknown,Data scientist,134.0,Chantilly,VA,United States of America,Annapolis Junction,United States of America,Médio,False,37.431573,-78.656894,Virginia
,Point72 Ventures,,,,,,,Unknown,Data scientist,134.0,Palo Alto,CA,United States of America,,,,False,36.778261,-119.417932,California
4.5,Johns Hopkins University Applied Physics Laboratory,5001 to 10000 employees,1942.0,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),Unknown,outro,134.0,Laurel,MD,United States of America,Laurel,United States of America,Grande,False,39.045755,-76.641271,Maryland
4.9,Cambridge Mobile Telematics,1 to 50 employees,2010.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Unknown,Data scientist,134.0,Cambridge,MA,United States of America,Cambridge,United States of America,Pequeno,False,42.407211,-71.382437,Massachusetts
4.6,Blend360,51 to 200 employees,2002.0,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,Unknown,Data engineer,134.0,Columbia,MD,United States of America,Columbia,United States of America,Pequeno,False,39.045755,-76.641271,Maryland
5.0,Phoenix Operations Group,1 to 50 employees,2011.0,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),Unknown,Data scientist,134.0,Annapolis Junction,MD,United States of America,Woodbine,United States of America,Pequeno,False,39.045755,-76.641271,Maryland
3.9,Nolij Consulting,51 to 200 employees,2012.0,Company - Public,Consulting,Business Services,$1 to $5 million (USD),Unknown,Data analyst,134.0,Falls Church,VA,United States of America,Vienna,United States of America,Pequeno,False,37.431573,-78.656894,Virginia
,Hatch Data Inc,,,,,,,Unknown,Data scientist,134.0,San Francisco,CA,United States of America,,,,False,36.778261,-119.417932,California
,Hatch Data Inc,,,,,,,Unknown,Data scientist,134.0,San Francisco,CA,United States of America,,,,False,36.778261,-119.417932,California
,Hatch Data Inc,,,,,,,Unknown,Data scientist,134.0,San Francisco,CA,United States of America,,,,False,36.778261,-119.417932,California
,Hatch Data Inc,,,,,,,Unknown,Data scientist,134.0,San Francisco,CA,United States of America,,,,False,36.778261,-119.417932,California
,Hatch Data Inc,,,,,,,Unknown,Data scientist,134.0,San Francisco,CA,United States of America,,,,False,36.778261,-119.417932,California
,Hatch Data Inc,,,,,,,Unknown,Data scientist,134.0,San Francisco,CA,United States of America,,,,False,36.778261,-119.417932,California
3.5,Maxar Technologies,5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),Senior,Data scientist,134.0,Herndon,VA,United States of America,Westminster,United States of America,Grande,False,37.431573,-78.656894,Virginia
4.3,Quick Base,201 to 500 employees,1999.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Unknown,Data scientist,114.0,Cambridge,MA,United States of America,Cambridge,United States of America,Médio,False,42.407211,-71.382437,Massachusetts
3.7,Takeda,10000+ employees,1781.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Unknown,Data scientist,114.0,Cambridge,MA,United States of America,OSAKA,Japan,Corporação,False,42.407211,-71.382437,Massachusetts
3.5,Maxar Technologies,5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),Unknown,Data scientist,114.0,Herndon,VA,United States of America,Westminster,United States of America,Grande,False,37.431573,-78.656894,Virginia
3.9,Southwest Research Institute,1001 to 5000 employees,1947.0,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),Unknown,outro,114.0,Oklahoma City,OK,United States of America,San Antonio,United States of America,Grande,False,35.007752,-97.092877,Oklahoma
4.7,Compass Consulting Group,51 to 200 employees,2008.0,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,Unknown,Data scientist,114.0,Thousand Oaks,CA,United States of America,Danville,United States of America,Pequeno,False,36.778261,-119.417932,California
4.8,Klaviyo,201 to 500 employees,2012.0,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Unknown,Software engineer,114.0,Boston,MA,United States of America,Boston,United States of America,Médio,False,42.407211,-71.382437,Massachusetts
4.0,AstraZeneca,10000+ employees,1913.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Unknown,Data scientist,114.0,Gaithersburg,MD,United States of America,Cambridge,United Kingdom,Corporação,False,39.045755,-76.641271,Maryland
4.4,"SolutionIT, Inc.",51 to 200 employees,,Company - Private,,,Unknown / Non-Applicable,Unknown,Data scientist,114.0,Edison,NJ,United States of America,Wilmington,United States of America,Pequeno,False,40.058324,-74.405661,New Jersey
3.2,Perspecta,10000+ employees,2018.0,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,Unknown,Data scientist,114.0,Adelphi,MD,United States of America,Chantilly,United States of America,Corporação,False,39.045755,-76.641271,Maryland
4.5,Smith Hanley Associates,1 to 50 employees,1980.0,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Unknown,Data scientist,114.0,Washington,DC,United States of America,New York,,Pequeno,False,38.905985,-77.033418,District of Columbia
3.5,Allen Institute,201 to 500 employees,2003.0,Nonprofit Organization,Research & Development,Business Services,$100 to $500 million (USD),Unknown,outro,114.0,Seattle,WA,United States of America,Seattle,United States of America,Médio,False,47.751074,-120.740139,Washington
4.4,Eliassen Group,1001 to 5000 employees,1989.0,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Unknown,Data scientist,114.0,Plano,TX,United States of America,Reading,United States of America,Grande,False,31.968599,-99.901813,Texas
3.1,Bayside Solutions,1 to 50 employees,2001.0,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),Unknown,Data scientist,114.0,Sunnyvale,CA,United States of America,Pleasanton,United States of America,Pequeno,False,36.778261,-119.417932,California
3.5,Evolve Vacation Rental,201 to 500 employees,2011.0,Company - Private,Travel Agencies,Travel & Tourism,Unknown / Non-Applicable,Senior,Data scientist,114.0,Denver,CO,United States of America,Denver,United States of America,Médio,False,39.550051,-105.782067,Colorado
3.8,AgreeYa Solutions,1001 to 5000 employees,1999.0,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Unknown,Data scientist,114.0,Thousand Oaks,CA,United States of America,Folsom,United States of America,Grande,False,36.778261,-119.417932,California
3.7,Carolina Power & Light Co,5001 to 10000 employees,1908.0,Subsidiary or Business Segment,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,Unknown,Data scientist,114.0,McLean,VA,United States of America,Raleigh,United States of America,Grande,False,37.431573,-78.656894,Virginia
3.5,Central California Alliance for Health,501 to 1000 employees,1996.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),Manager,outro,114.0,Scotts Valley,CA,United States of America,Scotts Valley,United States of America,Médio,False,36.778261,-119.417932,California
3.7,MassMutual,5001 to 10000 employees,1851.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),Unknown,outro,114.0,Boston,MA,United States of America,Springfield,United States of America,Grande,False,42.407211,-71.382437,Massachusetts
5.0,"New Iron Group, Inc.",1 to 50 employees,2003.0,Contract,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Unknown,outro,114.0,Boston,MA,United States of America,Austin,United States of America,Pequeno,False,42.407211,-71.382437,Massachusetts
4.0,Travelers,10000+ employees,1853.0,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),Unknown,Data engineer,114.0,Hartford,CT,United States of America,Hartford,United States of America,Corporação,False,41.603221,-73.087749,Connecticut
3.6,Twitch,1001 to 5000 employees,2011.0,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,Senior,Data analyst,114.0,San Francisco,CA,United States of America,San Francisco,United States of America,Grande,False,36.778261,-119.417932,California
4.8,Klaviyo,201 to 500 employees,2012.0,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Senior,Data scientist,136.5,Boston,MA,United States of America,Boston,United States of America,Médio,False,42.407211,-71.382437,Massachusetts
3.8,GutCheck,51 to 200 employees,2009.0,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),Unknown,Data scientist,136.5,Denver,CO,United States of America,Denver,United States of America,Pequeno,False,39.550051,-105.782067,Colorado
3.6,Biogen,5001 to 10000 employees,1978.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Unknown,outro,136.5,Cambridge,MA,United States of America,Cambridge,United States of America,Grande,False,42.407211,-71.382437,Massachusetts
,HireAi,,,,,,,Unknown,Data scientist,136.5,San Francisco,CA,United States of America,,,,False,36.778261,-119.417932,California
,HireAi,,,,,,,Unknown,Data scientist,136.5,San Francisco,CA,United States of America,,,,False,36.778261,-119.417932,California
3.3,Tempus Labs,501 to 1000 employees,2015.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,Senior,outro,136.5,Redwood City,CA,United States of America,Chicago,United States of America,Médio,False,36.778261,-119.417932,California
4.1,Mentor Graphics,5001 to 10000 employees,1981.0,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Unknown,Data scientist,136.5,Fremont,CA,United States of America,Wilsonville,United States of America,Grande,False,36.778261,-119.417932,California
3.6,WCG (WIRB-Copernicus Group),1001 to 5000 employees,,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),Senior,Data scientist,136.5,Hamilton,NJ,United States of America,Princeton,United States of America,Grande,False,40.058324,-74.405661,New Jersey
4.5,Kingfisher Systems,51 to 200 employees,2005.0,Company - Private,Federal Agencies,Government,$25 to $50 million (USD),Unknown,Data engineer,136.5,Falls Church,VA,United States of America,Falls Church,United States of America,Pequeno,False,37.431573,-78.656894,Virginia
3.3,Tempus Labs,501 to 1000 employees,2015.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,Unknown,outro,136.5,Chicago,IL,United States of America,Chicago,United States of America,Médio,False,40.633125,-89.398528,Illinois
3.4,Liberty Mutual Insurance,10000+ employees,1912.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),Unknown,outro,136.5,Indianapolis,IN,United States of America,Boston,United States of America,Corporação,False,40.551217,-85.602364,Indiana
4.3,Visionary Integration Professionals,501 to 1000 employees,1996.0,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),Unknown,Data scientist,136.5,Washington,DC,United States of America,Folsom,United States of America,Médio,False,38.905985,-77.033418,District of Columbia
3.5,Maxar Technologies,5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),Unknown,Data scientist,136.5,Herndon,VA,United States of America,Westminster,United States of America,Grande,False,37.431573,-78.656894,Virginia
4.0,Dynetics,1001 to 5000 employees,1974.0,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),Unknown,outro,136.5,Huntsville,AL,United States of America,Huntsville,United States of America,Grande,False,32.318231,-86.902298,Alabama
4.5,Systems & Technology Research,201 to 500 employees,2010.0,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),Unknown,outro,136.5,Woburn,MA,United States of America,Woburn,United States of America,Médio,False,42.407211,-71.382437,Massachusetts
4.5,Novetta,501 to 1000 employees,2012.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),Senior,Data analyst,136.5,Herndon,VA,United States of America,Mc Lean,United States of America,Médio,False,37.431573,-78.656894,Virginia
3.9,Navy Federal Credit Union,10000+ employees,1933.0,Other Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,Unknown,Data engineer,136.5,Merrifield,VA,United States of America,Vienna,United States of America,Corporação,False,37.431573,-78.656894,Virginia
4.0,Exact Sciences Corporation,1001 to 5000 employees,1995.0,Company - Public,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),Lead,outro,136.5,Madison,WI,United States of America,Madison,United States of America,Grande,False,43.78444,-88.787868,Wisconsin
3.6,Community Behavioral Health,201 to 500 employees,1994.0,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),Senior,Data analyst,136.5,Philadelphia,PA,United States of America,Phila,United States of America,Médio,False,41.203322,-77.194525,Pennsylvania
3.3,Reynolds American,5001 to 10000 employees,1875.0,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Senior,outro,136.5,Winston-Salem,NC,United States of America,Winston-Salem,United States of America,Grande,False,35.759573,-79.0193,North Carolina
5.0,LifeOmic,51 to 200 employees,2016.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Senior,Machine learning engineer,136.5,Raleigh,NC,United States of America,Indianapolis,United States of America,Pequeno,False,35.759573,-79.0193,North Carolina
4.1,Twitter,1001 to 5000 employees,2006.0,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),Unknown,Data scientist,161.0,San Francisco,CA,United States of America,San Francisco,United States of America,Grande,False,36.778261,-119.417932,California
3.2,Postmates - Corporate HQ,1001 to 5000 employees,2011.0,Company - Private,Express Delivery Services,Transportation & Logistics,Unknown / Non-Applicable,Unknown,Data scientist,161.0,San Francisco,CA,United States of America,San Francisco,United States of America,Grande,False,36.778261,-119.417932,California
4.9,"Visionist, Inc.",51 to 200 employees,2010.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),Unknown,Data scientist,161.0,Columbia,MD,United States of America,Columbia,United States of America,Pequeno,False,39.045755,-76.641271,Maryland
,Navio,Unknown,,Unknown,,,Unknown / Non-Applicable,Unknown,Data scientist,161.0,San Mateo,CA,United States of America,Half Moon Bay,United States of America,,False,36.778261,-119.417932,California
3.3,Concerto HealthAI,201 to 500 employees,2018.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,Unknown,Data scientist,161.0,Boston,MA,United States of America,Boston,United States of America,Médio,False,42.407211,-71.382437,Massachusetts
,Evolvinc,1 to 50 employees,2005.0,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,Unknown,Data scientist,161.0,Burbank,CA,United States of America,Los Angeles,United States of America,Pequeno,False,36.778261,-119.417932,California
5.0,PROPRIUS,1 to 50 employees,,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Unknown,Data scientist,161.0,Sunnyvale,CA,United States of America,London,United Kingdom,Pequeno,False,36.778261,-119.417932,California
3.4,TECHNOCRAFT Solutions,1 to 50 employees,,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),Unknown,Data scientist,161.0,San Ramon,CA,United States of America,Hilliard,United States of America,Pequeno,False,36.778261,-119.417932,California
4.1,"Latitude, Inc.",1 to 50 employees,,Company - Private,Consulting,Business Services,$1 to $5 million (USD),Unknown,Data scientist,161.0,Washington,DC,United States of America,Hanover,United States of America,Pequeno,False,38.905985,-77.033418,District of Columbia
5.0,Royce Geospatial,51 to 200 employees,2014.0,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),Unknown,Data scientist,161.0,Springfield,VA,United States of America,Arlington,United States of America,Pequeno,False,37.431573,-78.656894,Virginia
4.2,CyberCoders,201 to 500 employees,1999.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Unknown,Data scientist,161.0,Phoenix,AZ,United States of America,Irvine,United States of America,Médio,False,34.048928,-111.093731,Arizona
3.7,Booz Allen Hamilton Inc.,10000+ employees,1914.0,Company - Public,Consulting,Business Services,$5 to $10 billion (USD),Unknown,Data scientist,161.0,Oxnard,CA,United States of America,Mc Lean,United States of America,Corporação,False,36.778261,-119.417932,California
3.8,Burns & McDonnell,5001 to 10000 employees,1898.0,Company - Private,Architectural & Engineering Services,Business Services,$1 to $2 billion (USD),Unknown,Data scientist,161.0,Kansas City,MO,United States of America,Kansas City,United States of America,Grande,False,37.964253,-91.831833,Missouri
4.8,InvenTech Info,201 to 500 employees,2010.0,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),Unknown,Data scientist,161.0,Jersey City,NJ,United States of America,Bengaluru,India,Médio,False,40.058324,-74.405661,New Jersey
3.5,Robert Half,10000+ employees,1948.0,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),Unknown,Data scientist,161.0,Manchester,NH,United States of America,Menlo Park,United States of America,Corporação,False,43.193852,-71.572395,New Hampshire
4.6,GreatAmerica Financial Services,501 to 1000 employees,1992.0,Company - Private,Lending,Finance,$100 to $500 million (USD),Unknown,Data analyst,161.0,Cedar Rapids,IA,United States of America,Cedar Rapids,United States of America,Médio,False,41.878003,-93.097702,Iowa
4.5,Conflux Systems Inc.,1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),Unknown,Data scientist,161.0,Winters,TX,United States of America,Alpharetta,United States of America,Pequeno,False,31.968599,-99.901813,Texas
3.9,Criteo,1001 to 5000 employees,2005.0,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),Unknown,Data scientist,161.0,Ann Arbor,MI,United States of America,Paris,France,Grande,False,44.314844,-85.602364,Michigan
3.4,Voice,Unknown,,Company - Private,,,Unknown / Non-Applicable,Unknown,Data scientist,161.0,Brooklyn,NY,United States of America,,,,False,43.299428,-74.217933,New York
,Microagility,1 to 50 employees,,Company - Private,Consulting,Business Services,$1 to $5 million (USD),Unknown,Data scientist,161.0,New York,NY,United States of America,Princeton,United States of America,Pequeno,False,43.299428,-74.217933,New York
4.1,Coverent,51 to 200 employees,2008.0,Company - Private,Consulting,Business Services,$10 to $25 million (USD),Unknown,Data scientist,161.0,McLean,VA,United States of America,McLean,United States of America,Pequeno,False,37.431573,-78.656894,Virginia
3.7,Via Transportation,501 to 1000 employees,2012.0,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Unknown,Data scientist,106.0,New York,NY,United States of America,New York,United States of America,Médio,False,43.299428,-74.217933,New York
3.5,Benson Hill,201 to 500 employees,2012.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),Senior,Data scientist,106.0,Saint Louis,MO,United States of America,Saint Louis,United States of America,Médio,False,37.964253,-91.831833,Missouri
4.6,"Conch Technologies, Inc",51 to 200 employees,,Company - Private,Consulting,Business Services,$5 to $10 million (USD),Unknown,Data scientist,106.0,Concord,CA,United States of America,Memphis,United States of America,Pequeno,False,36.778261,-119.417932,California
,Falcon IT & Staffing Solutions,Unknown,,Company - Public,,,Unknown / Non-Applicable,Unknown,Data scientist,106.0,Fort Belvoir,VA,United States of America,Washington,United States of America,,False,37.431573,-78.656894,Virginia
,"Rainmaker Resources, LLC",1 to 50 employees,,Company - Private,,,Unknown / Non-Applicable,Unknown,Data scientist,106.0,Cincinnati,OH,United States of America,Cincinnati,United States of America,Pequeno,False,40.417287,-82.907123,Ohio
4.4,Rocket Lawyer,51 to 200 employees,2008.0,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),Unknown,Data engineer,106.0,San Francisco,CA,United States of America,San Francisco,United States of America,Pequeno,False,36.778261,-119.417932,California
3.6,DataLab USA,51 to 200 employees,,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,Unknown,Data scientist,106.0,Germantown,MD,United States of America,Germantown,United States of America,Pequeno,False,39.045755,-76.641271,Maryland
3.1,Werner Enterprises Inc,10000+ employees,1956.0,Company - Public,Logistics & Supply Chain,Transportation & Logistics,$2 to $5 billion (USD),Unknown,Data scientist,106.0,Omaha,NE,United States of America,Omaha,United States of America,Corporação,False,41.492537,-99.901813,Nebraska
5.0,PeopleCom,1 to 50 employees,,Company - Private,,,$1 to $5 million (USD),Unknown,Data scientist,106.0,McLean,VA,United States of America,Reston,United States of America,Pequeno,False,37.431573,-78.656894,Virginia
5.0,VANTA Partners,1 to 50 employees,2018.0,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Unknown,Data scientist,106.0,Open Fork,VA,United States of America,Clifton Park,United States of America,Pequeno,False,37.431573,-78.656894,Virginia
,B4Corp,51 to 200 employees,,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,Unknown,Data scientist,106.0,Reston,VA,United States of America,Leesburg,United States of America,Pequeno,False,37.431573,-78.656894,Virginia
,"Blue Icy Water, LLC",1 to 50 employees,,Company - Private,,,Unknown / Non-Applicable,Unknown,Data scientist,106.0,United States,,,Livonia,United States of America,Pequeno,False,,,
3.5,"Farmer's Business Network, Inc.",201 to 500 employees,2014.0,Company - Private,Farm Support Services,Agriculture & Forestry,Unknown / Non-Applicable,Unknown,Data scientist,106.0,San Carlos,CA,United States of America,San Carlos,United States of America,Médio,False,36.778261,-119.417932,California
,Sonde Health,1 to 50 employees,,Private Practice / Firm,Health Care Services & Hospitals,Health Care,Less than $1 million (USD),Unknown,Data scientist,106.0,Boston,MA,United States of America,Boston,United States of America,Pequeno,False,42.407211,-71.382437,Massachusetts
5.0,Maxiom,1 to 50 employees,,Company - Public,,,Unknown / Non-Applicable,Unknown,Data scientist,106.0,Ashburn,VA,United States of America,Ashburn,United States of America,Pequeno,False,37.431573,-78.656894,Virginia
2.7,Change Healthcare,10000+ employees,2007.0,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,Unknown,Data scientist,106.0,Lombard,IL,United States of America,Nashville,United States of America,Corporação,False,40.633125,-89.398528,Illinois
4.1,DCS Corp,1001 to 5000 employees,1977.0,Company - Private,Research & Development,Business Services,$100 to $500 million (USD),Unknown,Data scientist,106.0,Hampton,VA,United States of America,Alexandria,United States of America,Grande,False,37.431573,-78.656894,Virginia
2.1,Hive (CA),Unknown,2019.0,Company - Private,Telecommunications Services,Telecommunications,Unknown / Non-Applicable,Unknown,Data scientist,106.0,San Francisco,CA,United States of America,Los Angeles,United States of America,,False,36.778261,-119.417932,California
4.8,Jane Street,501 to 1000 employees,2000.0,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,Unknown,Machine learning engineer,106.0,New York,NY,United States of America,New York,United States of America,Médio,False,43.299428,-74.217933,New York
4.5,Envision LLC,201 to 500 employees,1994.0,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Unknown,Data scientist,92.5,Saint Louis,MO,United States of America,Saint Louis,United States of America,Médio,False,37.964253,-91.831833,Missouri
4.0,Autodesk,5001 to 10000 employees,1982.0,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),Principal,Data scientist,92.5,San Francisco,CA,United States of America,San Rafael,United States of America,Grande,False,36.778261,-119.417932,California
3.3,Hackensack Meridian Health,10000+ employees,,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),Unknown,Data scientist,92.5,Edison,NJ,United States of America,Edison,United States of America,Corporação,False,40.058324,-74.405661,New Jersey
3.9,Novartis,10000+ employees,1996.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Senior,Data scientist,92.5,Cambridge,MA,United States of America,Basel,Switzerland,Corporação,False,42.407211,-71.382437,Massachusetts
3.2,Net2Source Inc.,1001 to 5000 employees,2007.0,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Unknown,Data scientist,92.5,Alpharetta,GA,United States of America,Somerset,United States of America,Grande,False,32.157435,-82.907123,Georgia
3.2,The Trade Desk,1001 to 5000 employees,2009.0,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,Unknown,Data scientist,92.5,Boulder,CO,United States of America,Ventura,United States of America,Grande,False,39.550051,-105.782067,Colorado
3.7,IBM,10000+ employees,1911.0,Company - Public,IT Services,Information Technology,$10+ billion (USD),Unknown,Data scientist,92.5,Atlanta,GA,United States of America,Armonk,United States of America,Corporação,False,32.157435,-82.907123,Georgia
4.4,Knowesis Inc.,51 to 200 employees,2007.0,Company - Private,Consulting,Business Services,$25 to $50 million (USD),Unknown,Data scientist,92.5,Falls Church,VA,United States of America,Fairfax,United States of America,Pequeno,False,37.431573,-78.656894,Virginia
3.1,MoTek Technologies,1 to 50 employees,2009.0,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),Unknown,Data scientist,92.5,Mountain View,CA,United States of America,San Jose,United States of America,Pequeno,False,36.778261,-119.417932,California
3.3,The Davey Tree Expert Company,10000+ employees,1880.0,Self-employed,Timber Operations,Agriculture & Forestry,$1 to $2 billion (USD),Unknown,Data scientist,92.5,Kent,OH,United States of America,Kent,United States of America,Corporação,False,40.417287,-82.907123,Ohio
3.5,HPOne,501 to 1000 employees,2006.0,Company - Private,Insurance Carriers,Insurance,$50 to $100 million (USD),Unknown,Data scientist,92.5,Trumbull,CT,United States of America,Trumbull,United States of America,Médio,False,41.603221,-73.087749,Connecticut
,Stride Search,1 to 50 employees,,Company - Private,,,Less than $1 million (USD),Unknown,Data scientist,92.5,San Francisco,CA,United States of America,Westlake Village,United States of America,Pequeno,False,36.778261,-119.417932,California
2.6,Software Engineering Institute,501 to 1000 employees,1984.0,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,Unknown,Machine learning engineer,92.5,Pittsburgh,PA,United States of America,Pittsburgh,United States of America,Médio,False,41.203322,-77.194525,Pennsylvania
,Blue Cloak LLC,,,,,,,Unknown,Data scientist,92.5,Sterling,VA,United States of America,,,,False,37.431573,-78.656894,Virginia
2.7,TBWA\Chiat\Day,1001 to 5000 employees,1968.0,Company - Public,Advertising & Marketing,Business Services,$100 to $500 million (USD),Unknown,Data scientist,92.5,New York,NY,United States of America,New York,United States of America,Grande,False,43.299428,-74.217933,New York
3.5,ThreeBridge Solutions,501 to 1000 employees,2009.0,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,Unknown,Data scientist,92.5,Alpharetta,GA,United States of America,Minneapolis,United States of America,Médio,False,32.157435,-82.907123,Georgia
